,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
47227,Violence Against the Person,E01004733,Westminster,384.9,294.0,1.31
43653,Violence Against the Person,E01000947,Camden,382.6,130.8,2.93
44055,Violence Against the Person,E01001361,Ealing,380.9,139.2,2.74
44371,Violence Against the Person,E01001701,Greenwich,379.8,205.2,1.85
47131,Violence Against the Person,E01004626,Wandsworth,374.5,221.3,1.69
47669,Violence Against the Person,E01035652,Islington,371.9,166.7,2.23
47527,Violence Against the Person,E01034187,Greenwich,371.2,185.9,2.0
47436,Violence Against the Person,E01033884,Southwark,370.7,193.2,1.92
45637,Violence Against the Person,E01003035,Lambeth,368.6,150.4,2.45
47208,Violence Against the Person,E01004714,Westminster,367.5,153.4,2.4
44160,Violence Against the Person,E01001468,Enfield,364.1,251.2,1.45
43876,Violence Against the Person,E01001178,Croydon,358.8,194.6,1.84
47393,Violence Against the Person,E01033735,Greenwich,352.5,144.4,2.44
47253,Violence Against the Person,E01004765,Westminster,348.8,149.9,2.33
47426,Violence Against the Person,E01033874,Southwark,345.8,168.5,2.05
47035,Violence Against the Person,E01004525,Wandsworth,345.2,137.5,2.51
46341,Violence Against the Person,E01003770,Redbridge,344.5,245.0,1.41
44393,Violence Against the Person,E01001729,Hackney,344.3,212.8,1.62
47336,Violence Against the Person,E01033327,Lewisham,341.4,142.3,2.4
45510,Violence Against the Person,E01002906,Kensington and Chelsea,340.6,170.7,2.0
43393,Violence Against the Person,E01000676,Bromley,340.3,149.1,2.28
45325,Violence Against the Person,E01002712,Islington,336.0,193.0,1.74
46616,Violence Against the Person,E01004067,Southwark,334.8,124.3,2.69
47728,Violence Against the Person,E01035711,Camden,334.1,122.9,2.72
44673,Violence Against the Person,E01002026,Haringey,333.1,151.1,2.2
44540,Violence Against the Person,E01001890,Hammersmith and Fulham,332.6,181.3,1.83
47499,Violence Against the Person,E01034143,Croydon,331.6,175.1,1.89
45379,Violence Against the Person,E01002770,Islington,331.4,144.6,2.29
47361,Violence Against the Person,E01033589,Redbridge,331.3,126.9,2.61
46263,Violence Against the Person,E01003689,Redbridge,329.1,137.4,2.4
47162,Violence Against the Person,E01004658,Westminster,327.9,128.3,2.56
44122,Violence Against the Person,E01001429,Enfield,326.0,121.6,2.68
47318,Violence Against the Person,E01033083,Hounslow,324.4,140.6,2.31
43322,Violence Against the Person,E01000601,Brent,321.2,160.1,2.01
45150,Violence Against the Person,E01002521,Hillingdon,319.9,125.5,2.55
45896,Violence Against the Person,E01003303,Lewisham,314.9,116.9,2.69
45657,Violence Against the Person,E01003055,Lambeth,314.7,135.0,2.33
43566,Violence Against the Person,E01000855,Camden,311.0,172.9,1.8
47623,Violence Against the Person,E01034602,Hillingdon,309.3,147.8,2.09
46837,Violence Against the Person,E01004322,Tower Hamlets,308.7,179.9,1.72
43716,Violence Against the Person,E01001013,Croydon,306.9,120.9,2.54
46491,Violence Against the Person,E01003921,Southwark,306.8,115.6,2.65
43094,Violence Against the Person,E01000360,Bexley,303.4,130.6,2.32
47122,Violence Against the Person,E01004617,Wandsworth,300.9,141.5,2.13
47373,Violence Against the Person,E01033604,Westminster,300.3,144.3,2.08
47241,Violence Against the Person,E01004750,Westminster,300.1,122.5,2.45
44045,Violence Against the Person,E01001351,Ealing,298.7,112.8,2.65
45046,Violence Against the Person,E01002412,Hillingdon,298.6,172.7,1.73
46446,Violence Against the Person,E01003876,Richmond upon Thames,289.1,117.1,2.47
47061,Violence Against the Person,E01004551,Wandsworth,288.6,136.9,2.11
47504,Violence Against the Person,E01034148,Croydon,288.0,166.2,1.73
47469,Violence Against the Person,E01033942,Brent,287.3,280.1,1.03
46483,Violence Against the Person,E01003913,Southwark,286.6,130.9,2.19
47251,Violence Against the Person,E01004762,Westminster,286.1,132.1,2.17
44715,Violence Against the Person,E01002069,Haringey,286.0,128.2,2.23
44420,Violence Against the Person,E01001760,Hackney,284.0,142.0,2.0
45318,Violence Against the Person,E01002704,Islington,283.3,119.0,2.38
47338,Violence Against the Person,E01033455,Brent,279.9,138.0,2.03
46563,Violence Against the Person,E01004010,Southwark,276.6,127.8,2.16
46753,Violence Against the Person,E01004208,Tower Hamlets,276.1,104.8,2.63
43569,Violence Against the Person,E01000858,Camden,275.1,126.1,2.18
47294,Violence Against the Person,E01032771,Tower Hamlets,274.4,160.1,1.71
44508,Violence Against the Person,E01001857,Hammersmith and Fulham,274.0,124.0,2.21
45299,Violence Against the Person,E01002681,Hounslow,273.0,144.7,1.89
47414,Violence Against the Person,E01033862,Lambeth,272.6,132.8,2.05
43646,Violence Against the Person,E01000938,Camden,272.2,137.3,1.98
43627,Violence Against the Person,E01000918,Camden,269.3,114.9,2.34
47395,Violence Against the Person,E01033737,Greenwich,267.2,114.4,2.34
47484,Violence Against the Person,E01034036,Hounslow,266.6,95.3,2.8
45309,Violence Against the Person,E01002695,Islington,265.6,124.7,2.13
47190,Violence Against the Person,E01004695,Westminster,265.4,144.8,1.83
43293,Violence Against the Person,E01000568,Brent,264.6,149.9,1.77
47505,Violence Against the Person,E01034149,Croydon,264.6,116.8,2.27
45698,Violence Against the Person,E01003096,Lambeth,263.0,108.5,2.42
45704,Violence Against the Person,E01003102,Lambeth,262.4,131.4,2.0
46911,Violence Against the Person,E01004397,Waltham Forest,259.6,86.6,3.0
44650,Violence Against the Person,E01002002,Haringey,258.5,162.5,1.59
42879,Violence Against the Person,E01000141,Barnet,257.1,114.6,2.24
43622,Violence Against the Person,E01000913,Camden,256.6,167.6,1.53
47440,Violence Against the Person,E01033913,Barnet,255.4,167.7,1.52
44031,Violence Against the Person,E01001337,Ealing,255.1,167.5,1.52
45403,Violence Against the Person,E01002794,Islington,254.7,110.4,2.31
43238,Violence Against the Person,E01000510,Brent,254.2,115.9,2.19
43252,Violence Against the Person,E01000524,Brent,251.7,96.9,2.6
46105,Violence Against the Person,E01003521,Newham,247.2,115.6,2.14
43853,Violence Against the Person,E01001155,Croydon,246.9,113.2,2.18
43647,Violence Against the Person,E01000939,Camden,245.3,137.7,1.78
45909,Violence Against the Person,E01003318,Lewisham,245.1,94.5,2.59
47735,Violence Against the Person,E01035718,Westminster,244.7,155.7,1.57
47544,Violence Against the Person,E01034205,Newham,243.9,131.6,1.85
45516,Violence Against the Person,E01002912,Kensington and Chelsea,243.7,145.2,1.68
43563,Violence Against the Person,E01000850,Camden,243.7,134.9,1.81
44544,Violence Against the Person,E01001894,Hammersmith and Fulham,243.5,121.7,2.0
46506,Violence Against the Person,E01003939,Southwark,243.4,123.3,1.97
44499,Violence Against the Person,E01001848,Hackney,243.2,143.3,1.7
47686,Violence Against the Person,E01035669,Tower Hamlets,243.0,109.1,2.23
46538,Violence Against the Person,E01003981,Southwark,242.6,134.2,1.81
47650,Violence Against the Person,E01035495,Wandsworth,242.2,120.5,2.01
46046,Violence Against the Person,E01003456,Merton,240.4,111.1,2.16
44990,Violence Against the Person,E01002353,Havering,239.0,104.6,2.28
46354,Violence Against the Person,E01003783,Redbridge,238.7,99.0,2.41
45437,Violence Against the Person,E01002831,Kensington and Chelsea,234.6,125.7,1.87
43660,Violence Against the Person,E01000956,Camden,234.3,112.0,2.09
47225,Violence Against the Person,E01004731,Westminster,234.0,108.2,2.16
47573,Violence Against the Person,E01034385,Bromley,234.0,133.2,1.76
46142,Violence Against the Person,E01003558,Newham,232.4,92.9,2.5
44570,Violence Against the Person,E01001920,Hammersmith and Fulham,231.2,123.0,1.88
44678,Violence Against the Person,E01002031,Haringey,230.8,89.3,2.58
43744,Violence Against the Person,E01001042,Croydon,230.6,98.0,2.35
45404,Violence Against the Person,E01002795,Islington,230.5,94.2,2.45
45346,Violence Against the Person,E01002734,Islington,230.3,98.2,2.35
46828,Violence Against the Person,E01004309,Tower Hamlets,230.2,80.6,2.86
44920,Violence Against the Person,E01002282,Havering,228.7,119.5,1.91
47458,Violence Against the Person,E01033931,Brent,227.7,121.4,1.88
47239,Violence Against the Person,E01004748,Westminster,227.4,134.3,1.69
45310,Violence Against the Person,E01002696,Islington,227.2,112.5,2.02
47412,Violence Against the Person,E01033791,Bexley,226.6,162.1,1.4
46497,Violence Against the Person,E01003929,Southwark,226.1,97.9,2.31
46790,Violence Against the Person,E01004259,Tower Hamlets,225.8,110.8,2.04
46187,Violence Against the Person,E01003603,Newham,224.6,119.7,1.88
45427,Violence Against the Person,E01002819,Kensington and Chelsea,224.4,153.9,1.46
47267,Violence Against the Person,E01032574,Enfield,223.8,134.6,1.66
45033,Violence Against the Person,E01002397,Hillingdon,223.7,94.3,2.37
47114,Violence Against the Person,E01004609,Wandsworth,221.9,109.8,2.02
44549,Violence Against the Person,E01001899,Hammersmith and Fulham,221.1,111.4,1.98
46611,Violence Against the Person,E01004062,Southwark,220.7,86.4,2.55
44772,Violence Against the Person,E01002129,Harrow,219.5,92.6,2.37
44887,Violence Against the Person,E01002248,Havering,219.1,123.6,1.77
44627,Violence Against the Person,E01001979,Haringey,218.3,91.8,2.38
43096,Violence Against the Person,E01000362,Bexley,216.9,109.3,1.98
47582,Violence Against the Person,E01034394,Lewisham,216.8,128.3,1.69
44676,Violence Against the Person,E01002029,Haringey,216.3,87.6,2.47
47226,Violence Against the Person,E01004732,Westminster,214.8,139.9,1.54
44601,Violence Against the Person,E01001953,Hammersmith and Fulham,214.0,114.5,1.87
44683,Violence Against the Person,E01002037,Haringey,213.9,116.4,1.84
47658,Violence Against the Person,E01035641,Hackney,213.4,127.5,1.67
43942,Violence Against the Person,E01001247,Ealing,213.4,96.9,2.2
45678,Violence Against the Person,E01003076,Lambeth,213.4,105.6,2.02
46755,Violence Against the Person,E01004211,Tower Hamlets,211.3,101.1,2.09
45137,Violence Against the Person,E01002505,Hillingdon,210.8,109.3,1.93
43514,Violence Against the Person,E01000799,Bromley,210.6,90.8,2.32
46074,Violence Against the Person,E01003486,Newham,210.5,121.1,1.74
43955,Violence Against the Person,E01001261,Ealing,209.4,84.4,2.48
45145,Violence Against the Person,E01002514,Hillingdon,209.3,98.1,2.13
45455,Violence Against the Person,E01002850,Kensington and Chelsea,208.4,114.1,1.83
45643,Violence Against the Person,E01003041,Lambeth,208.4,107.6,1.94
43431,Violence Against the Person,E01000714,Bromley,206.0,96.0,2.15
47078,Violence Against the Person,E01004570,Wandsworth,206.0,156.8,1.31
43607,Violence Against the Person,E01000898,Camden,206.0,103.0,2.0
44246,Violence Against the Person,E01001558,Enfield,205.3,100.7,2.04
45324,Violence Against the Person,E01002711,Islington,205.0,90.4,2.27
44688,Violence Against the Person,E01002042,Haringey,204.8,129.2,1.59
47463,Violence Against the Person,E01033936,Brent,204.3,109.8,1.86
47508,Violence Against the Person,E01034152,Croydon,203.9,118.9,1.71
43640,Violence Against the Person,E01000931,Camden,202.3,91.8,2.2
47280,Violence Against the Person,E01032639,Southwark,202.0,106.0,1.91
46140,Violence Against the Person,E01003556,Newham,201.0,103.4,1.94
47194,Violence Against the Person,E01004699,Westminster,199.9,116.3,1.72
44399,Violence Against the Person,E01001735,Hackney,198.6,189.4,1.05
46196,Violence Against the Person,E01003619,Newham,198.3,73.6,2.69
47519,Violence Against the Person,E01034179,Greenwich,198.2,110.6,1.79
44773,Violence Against the Person,E01002130,Harrow,197.2,82.4,2.39
46154,Violence Against the Person,E01003570,Newham,197.2,102.4,1.93
44526,Violence Against the Person,E01001876,Hammersmith and Fulham,197.2,95.3,2.07
44481,Violence Against the Person,E01001830,Hackney,196.8,89.5,2.2
