,Borough,LSOA,Major Category,Population,Mean,Standard Deviation,Normalised Deviation
15079,Enfield,E01001556,Burglary,1611,69.4,83.2,0.83
43924,Waltham Forest,E01004386,Burglary,1769,66.8,83.1,0.8
2522,Barnet,E01000267,Burglary,1572,68.9,82.9,0.83
40638,Sutton,E01004084,Burglary,1463,69.2,82.8,0.84
40001,Southwark,E01004046,Burglary,1541,68.7,82.8,0.83
8344,Camden,E01000863,Burglary,2958,138.2,82.6,1.67
2568,Barnet,E01000272,Burglary,1400,81.9,82.5,0.99
4663,Brent,E01000480,Burglary,1672,78.5,81.8,0.96
31124,Lambeth,E01003149,Burglary,1781,55.5,81.7,0.68
8832,Camden,E01000916,Burglary,3744,135.4,81.7,1.66
38556,Richmond upon Thames,E01003876,Burglary,3754,98.4,81.6,1.21
37723,Redbridge,E01003794,Burglary,1537,67.4,81.6,0.83
44008,Waltham Forest,E01004395,Burglary,1653,53.0,81.5,0.65
28019,Kensington and Chelsea,E01002821,Burglary,2264,103.7,81.2,1.28
44928,Wandsworth,E01004489,Burglary,1349,56.3,80.9,0.7
197,Barking and Dagenham,E01000029,Burglary,1864,79.5,80.9,0.98
38041,Richmond upon Thames,E01003818,Burglary,1648,31.4,80.6,0.39
46823,Westminster,E01004682,Burglary,2584,118.1,80.5,1.47
7763,Bromley,E01000804,Burglary,2922,69.1,80.4,0.86
16193,Greenwich,E01001679,Burglary,1337,50.6,80.4,0.63
23167,Havering,E01002347,Burglary,1522,65.7,80.2,0.82
24791,Hillingdon,E01002523,Burglary,1591,59.5,80.1,0.74
15552,Greenwich,E01001598,Burglary,1670,57.4,80.1,0.72
43568,Waltham Forest,E01004349,Burglary,1540,74.9,79.9,0.94
15119,Enfield,E01001560,Burglary,1545,80.0,79.8,1.0
19585,Haringey,E01001977,Burglary,1541,63.0,79.7,0.79
4653,Brent,E01000479,Burglary,1750,68.2,79.7,0.86
30362,Lambeth,E01003069,Burglary,1324,53.3,79.5,0.67
27999,Kensington and Chelsea,E01002818,Burglary,2802,112.1,79.5,1.41
23553,Havering,E01002389,Burglary,1593,47.6,79.5,0.6
5393,Brent,E01000562,Burglary,1503,71.2,79.5,0.9
40667,Sutton,E01004087,Burglary,1565,51.9,79.3,0.65
17364,Hackney,E01001769,Burglary,1501,69.4,79.2,0.88
38814,Richmond upon Thames,E01003905,Burglary,1307,47.7,78.9,0.6
19575,Haringey,E01001976,Burglary,1867,66.5,78.9,0.84
14511,Enfield,E01001494,Burglary,1491,75.0,78.9,0.95
6235,Brent,E01033934,Burglary,1665,68.5,78.8,0.87
30488,Lambeth,E01003082,Burglary,1394,64.6,78.7,0.82
32976,Lewisham,E01003340,Burglary,2069,66.2,78.7,0.84
16525,Greenwich,E01033735,Burglary,2540,47.0,78.5,0.6
36950,Redbridge,E01003710,Burglary,1506,58.6,78.4,0.75
27212,Islington,E01002749,Burglary,1528,57.0,78.2,0.73
20153,Haringey,E01002039,Burglary,3362,32.9,78.1,0.42
46910,Westminster,E01004694,Burglary,2960,102.9,78.0,1.32
22409,Havering,E01002266,Burglary,1535,58.2,78.0,0.75
3005,Barnet,E01000319,Burglary,1377,66.6,78.0,0.85
46625,Westminster,E01004656,Burglary,3910,85.9,77.7,1.11
46959,Westminster,E01004699,Burglary,3490,122.5,77.6,1.58
34405,Merton,E01003474,Burglary,1343,59.6,77.5,0.77
13949,Enfield,E01001434,Burglary,1591,78.0,77.5,1.01
37801,Redbridge,E01034480,Burglary,1317,45.1,77.3,0.58
38164,Richmond upon Thames,E01003832,Burglary,1520,40.2,77.1,0.52
20945,Harrow,E01002115,Burglary,1444,62.3,77.1,0.81
45545,Wandsworth,E01004554,Burglary,1677,43.8,76.9,0.57
10822,Croydon,E01001129,Burglary,1405,54.0,76.9,0.7
36912,Redbridge,E01003706,Burglary,1720,64.0,76.9,0.83
32343,Lewisham,E01003271,Burglary,1601,65.4,76.8,0.85
21708,Harrow,E01002201,Burglary,1726,50.8,76.7,0.66
19838,Haringey,E01002004,Burglary,1786,76.4,76.7,1.0
44447,Waltham Forest,E01004442,Burglary,1526,57.1,76.6,0.75
2513,Barnet,E01000266,Burglary,1459,75.4,76.6,0.98
21880,Harrow,E01002222,Burglary,1632,63.4,76.6,0.83
1133,Barnet,E01000115,Burglary,1395,65.4,76.3,0.86
2342,Barnet,E01000247,Burglary,1682,51.4,76.2,0.67
47074,Westminster,E01004712,Burglary,2988,99.4,76.2,1.3
5485,Brent,E01000572,Burglary,1489,49.4,76.1,0.65
17781,Hackney,E01001820,Burglary,1414,47.4,76.1,0.62
12707,Ealing,E01001313,Burglary,1735,68.5,76.0,0.9
37685,Redbridge,E01003790,Burglary,1528,58.9,75.9,0.78
36692,Redbridge,E01003682,Burglary,1847,69.1,75.9,0.91
2740,Barnet,E01000291,Burglary,1568,64.9,75.8,0.86
12510,Ealing,E01001292,Burglary,1701,58.1,75.7,0.77
38075,Richmond upon Thames,E01003822,Burglary,1475,59.4,75.6,0.79
23987,Hillingdon,E01002431,Burglary,1366,52.5,75.6,0.69
148,Barking and Dagenham,E01000022,Burglary,1449,54.0,75.6,0.71
19780,Haringey,E01001998,Burglary,1945,74.1,75.4,0.98
6852,Bromley,E01000705,Burglary,1348,53.2,75.4,0.71
47258,Westminster,E01004731,Burglary,3992,105.1,75.4,1.39
13959,Enfield,E01001435,Burglary,1538,59.7,75.3,0.79
4876,Brent,E01000505,Burglary,1673,64.0,75.2,0.85
23961,Hillingdon,E01002428,Burglary,1574,49.0,75.1,0.65
23099,Havering,E01002340,Burglary,1451,45.4,75.0,0.61
20889,Harrow,E01002109,Burglary,1853,75.6,75.0,1.01
15477,Greenwich,E01001590,Burglary,1725,54.9,75.0,0.73
23108,Havering,E01002341,Burglary,1481,46.9,74.9,0.63
24039,Hillingdon,E01002437,Burglary,1437,58.9,74.9,0.79
15562,Greenwich,E01001599,Burglary,1671,59.1,74.8,0.79
40377,Southwark,E01033867,Burglary,3102,102.0,74.7,1.37
40339,Southwark,E01032646,Burglary,2962,89.4,74.7,1.2
31363,Lambeth,E01003174,Burglary,1982,51.9,74.5,0.7
34297,Merton,E01003462,Burglary,1411,55.9,74.4,0.75
10776,Croydon,E01001124,Burglary,1557,47.6,74.4,0.64
10938,Croydon,E01001141,Burglary,1232,56.3,74.4,0.76
42905,Tower Hamlets,E01035660,Burglary,2882,98.0,74.4,1.32
27842,Islington,E01033490,Burglary,2812,99.8,74.3,1.34
28894,Kensington and Chelsea,E01002914,Burglary,2398,91.3,74.3,1.23
1803,Barnet,E01000190,Burglary,1761,62.5,74.3,0.84
46901,Westminster,E01004693,Burglary,2412,95.1,74.3,1.28
21689,Harrow,E01002199,Burglary,1579,52.2,74.3,0.7
28145,Kensington and Chelsea,E01002835,Burglary,2808,104.5,74.2,1.41
21863,Harrow,E01002220,Burglary,1622,62.0,74.2,0.84
11928,Ealing,E01001229,Burglary,1479,62.8,74.1,0.85
9318,Camden,E01000971,Burglary,1314,53.7,73.9,0.73
21746,Harrow,E01002206,Burglary,1388,45.8,73.8,0.62
1497,Barnet,E01000157,Burglary,1585,51.6,73.8,0.7
43839,Waltham Forest,E01004377,Burglary,1872,72.3,73.8,0.98
7482,Bromley,E01000773,Burglary,1594,62.4,73.7,0.85
13501,Ealing,E01034030,Burglary,3668,86.3,73.7,1.17
42992,Tower Hamlets,E01035669,Burglary,2694,96.5,73.6,1.31
20983,Harrow,E01002120,Burglary,1367,59.0,73.5,0.8
834,Barking and Dagenham,E01000097,Burglary,1926,66.6,73.5,0.91
15497,Greenwich,E01001592,Burglary,1924,41.6,73.4,0.57
18175,Hackney,E01033710,Burglary,1120,42.0,73.4,0.57
5457,Brent,E01000569,Burglary,1460,56.8,73.4,0.77
24451,Hillingdon,E01002482,Burglary,1649,74.6,73.2,1.02
39754,Southwark,E01004017,Burglary,1651,54.2,73.1,0.74
37263,Redbridge,E01003744,Burglary,1464,54.2,73.1,0.74
38294,Richmond upon Thames,E01003846,Burglary,1695,54.8,73.1,0.75
9039,Camden,E01000938,Burglary,2766,93.4,73.1,1.28
23979,Hillingdon,E01002430,Burglary,1420,58.8,73.0,0.81
7023,Bromley,E01000723,Burglary,1249,41.0,73.0,0.56
46645,Westminster,E01004658,Burglary,3096,112.1,72.8,1.54
1062,Barking and Dagenham,E01034473,Burglary,2588,78.0,72.7,1.07
11553,Croydon,E01034146,Burglary,2894,50.0,72.7,0.69
19443,Haringey,E01001962,Burglary,1830,67.2,72.6,0.93
6790,Bromley,E01000698,Burglary,2386,53.7,72.6,0.74
43676,Waltham Forest,E01004360,Burglary,1334,57.8,72.5,0.8
11027,Croydon,E01001150,Burglary,1699,56.4,72.5,0.78
24353,Hillingdon,E01002471,Burglary,1644,50.8,72.4,0.7
