,LSOA,Major Category,Borough,Population,Mean,Normalised Deviation,Regression,Flat
39622,E01003783,Arson and Criminal Damage,Redbridge,2549,118.6,9167.78,0.118,8.474576271186441
460,E01000052,Vehicle Offences,Barking and Dagenham,2367,106.4,8639.68,0.118,8.474576271186441
43975,E01004204,Theft,Tower Hamlets,1907,116.0,8897.2,0.118,8.474576271186441
49442,E01004755,Theft,Westminster,2470,127.2,9883.44,0.119,8.403361344537815
24792,E01002369,Vehicle Offences,Havering,2067,112.1,8867.11,0.119,8.403361344537815
44372,E01004251,Vehicle Offences,Tower Hamlets,2586,103.0,8497.5,0.119,8.403361344537815
39532,E01003774,Vehicle Offences,Redbridge,1961,117.9,9090.09,0.119,8.403361344537815
27623,E01002641,Drug Offences,Hounslow,2728,117.3,9630.33,0.119,8.403361344537815
44129,E01004222,Theft,Tower Hamlets,2770,141.4,11114.04,0.119,8.403361344537815
45750,E01004397,Burglary,Waltham Forest,2896,114.4,9746.88,0.119,8.403361344537815
13242,E01001261,Vehicle Offences,Ealing,2294,123.9,9565.08,0.119,8.403361344537815
51907,E01033943,Vehicle Offences,Haringey,2523,106.5,8338.95,0.12,8.333333333333334
39169,E01003740,Vehicle Offences,Redbridge,2236,137.3,10654.48,0.12,8.333333333333334
11669,E01001113,Vehicle Offences,Croydon,2016,115.0,8947.0,0.12,8.333333333333334
44779,E01004303,Vehicle Offences,Tower Hamlets,2915,103.5,8000.55,0.12,8.333333333333334
913,E01000095,Arson and Criminal Damage,Barking and Dagenham,2229,105.8,8421.68,0.12,8.333333333333334
41082,E01003916,Theft,Southwark,2409,131.4,10288.62,0.12,8.333333333333334
37079,E01003538,Vehicle Offences,Newham,2144,112.5,8820.0,0.121,8.264462809917356
658,E01000070,Vehicle Offences,Barking and Dagenham,2073,116.1,9079.02,0.121,8.264462809917356
54736,E01035711,Arson and Criminal Damage,Camden,2400,152.7,11956.41,0.121,8.264462809917356
18074,E01001731,Burglary,Hackney,2665,108.4,8606.96,0.121,8.264462809917356
20854,E01001999,Vehicle Offences,Haringey,2423,113.4,9639.0,0.121,8.264462809917356
27013,E01002584,Theft,Hounslow,2094,114.1,9607.22,0.121,8.264462809917356
11484,E01001097,Arson and Criminal Damage,Croydon,2419,117.2,9329.12,0.121,8.264462809917356
14441,E01001370,Vehicle Offences,Ealing,2161,114.3,8961.12,0.121,8.264462809917356
19225,E01001848,Theft,Hackney,2023,109.3,8645.63,0.121,8.264462809917356
34572,E01003301,Violence Against the Person,Lewisham,2619,109.4,8970.8,0.122,8.19672131147541
47682,E01004579,Theft,Wandsworth,1907,113.8,9012.96,0.122,8.19672131147541
32546,E01003110,Theft,Lambeth,2071,130.1,10290.91,0.122,8.19672131147541
6608,E01000632,Theft,Brent,2499,131.8,10688.98,0.122,8.19672131147541
6084,E01000580,Burglary,Brent,2090,117.1,9286.03,0.122,8.19672131147541
41093,E01003917,Theft,Southwark,1891,109.2,8637.72,0.122,8.19672131147541
12634,E01001202,Public Order Offences,Ealing,2479,120.5,9688.2,0.123,8.130081300813009
44107,E01004219,Theft,Tower Hamlets,2764,139.2,11163.84,0.123,8.130081300813009
20811,E01001995,Violence Against the Person,Haringey,2674,132.6,11005.8,0.123,8.130081300813009
45802,E01004401,Vehicle Offences,Waltham Forest,2335,106.1,8551.66,0.123,8.130081300813009
6641,E01000636,Theft,Brent,2628,129.2,10297.24,0.123,8.130081300813009
44361,E01004249,Vehicle Offences,Tower Hamlets,2452,121.1,9663.78,0.123,8.130081300813009
34955,E01003338,Theft,Lewisham,2051,120.5,9652.05,0.123,8.130081300813009
16321,E01001547,Theft,Enfield,2105,113.5,9091.35,0.123,8.130081300813009
12405,E01001181,Theft,Croydon,2206,107.2,8543.84,0.123,8.130081300813009
38949,E01003719,Vehicle Offences,Redbridge,2396,124.2,10370.7,0.123,8.130081300813009
39346,E01003756,Violence Against the Person,Redbridge,2499,130.6,11780.12,0.123,8.130081300813009
41918,E01004008,Theft,Southwark,2105,125.5,10127.85,0.124,8.064516129032258
36793,E01003512,Vehicle Offences,Newham,1965,109.9,8868.93,0.124,8.064516129032258
670,E01000071,Violence Against the Person,Barking and Dagenham,2595,131.0,11803.1,0.124,8.064516129032258
19229,E01001849,Burglary,Hackney,2451,114.2,9170.26,0.124,8.064516129032258
45153,E01004342,Vehicle Offences,Waltham Forest,2093,128.4,10297.68,0.124,8.064516129032258
591,E01000064,Theft,Barking and Dagenham,2310,114.6,9259.68,0.124,8.064516129032258
54814,E01035718,Burglary,Westminster,2659,138.7,11401.14,0.124,8.064516129032258
37882,E01003618,Vehicle Offences,Newham,2236,126.5,10461.55,0.124,8.064516129032258
45749,E01004397,Arson and Criminal Damage,Waltham Forest,2896,139.3,11938.01,0.125,8.0
18334,E01001758,Theft,Hackney,2619,123.5,10089.95,0.125,8.0
38948,E01003719,Theft,Redbridge,2396,126.7,10237.36,0.125,8.0
17289,E01001646,Theft,Greenwich,2867,92.9,7608.51,0.125,8.0
13233,E01001261,Arson and Criminal Damage,Ealing,2294,116.4,9428.4,0.125,8.0
44011,E01004208,Arson and Criminal Damage,Tower Hamlets,1977,126.2,10335.78,0.125,8.0
44108,E01004219,Vehicle Offences,Tower Hamlets,2764,131.3,11541.27,0.126,7.936507936507937
3221,E01000310,Vehicle Offences,Barnet,2194,115.0,9832.5,0.126,7.936507936507937
54693,E01035707,Burglary,Camden,2463,116.3,10699.6,0.126,7.936507936507937
21702,E01002078,Violence Against the Person,Haringey,2523,144.8,12438.32,0.126,7.936507936507937
45836,E01004404,Violence Against the Person,Waltham Forest,2861,135.3,11229.9,0.126,7.936507936507937
50425,E01033327,Burglary,Lewisham,2169,130.7,10652.05,0.126,7.936507936507937
4034,E01000385,Theft,Bexley,2008,115.7,9406.41,0.126,7.936507936507937
15949,E01001512,Violence Against the Person,Enfield,2289,139.8,13756.32,0.126,7.936507936507937
36727,E01003503,Vehicle Offences,Newham,2885,122.1,9951.15,0.126,7.936507936507937
46494,E01004467,Theft,Waltham Forest,2369,123.7,10155.77,0.127,7.874015748031496
36818,E01003515,Burglary,Newham,2127,114.2,9512.86,0.127,7.874015748031496
6379,E01000610,Violence Against the Person,Brent,2205,120.3,10285.65,0.127,7.874015748031496
36760,E01003508,Vehicle Offences,Newham,2514,126.1,10302.37,0.127,7.874015748031496
38301,E01003657,Violence Against the Person,Redbridge,2154,109.2,9587.76,0.127,7.874015748031496
25638,E01002448,Theft,Hillingdon,2162,126.8,10980.88,0.127,7.874015748031496
39026,E01003726,Vehicle Offences,Redbridge,2506,112.0,9251.2,0.127,7.874015748031496
967,E01000099,Violence Against the Person,Barking and Dagenham,2761,125.7,10923.33,0.127,7.874015748031496
49743,E01032582,Burglary,Lambeth,2281,142.6,11678.94,0.127,7.874015748031496
38026,E01003632,Violence Against the Person,Newham,2438,118.5,9906.6,0.127,7.874015748031496
21593,E01002069,Arson and Criminal Damage,Haringey,2092,128.5,10524.15,0.127,7.874015748031496
17157,E01001631,Theft,Greenwich,2078,127.7,10739.57,0.128,7.8125
48486,E01004654,Vehicle Offences,Westminster,2475,120.5,9941.25,0.128,7.8125
3352,E01000322,Theft,Barnet,1855,124.9,10316.74,0.128,7.8125
38068,E01003636,Theft,Newham,2189,118.8,9896.04,0.128,7.8125
51006,E01033727,Violence Against the Person,Greenwich,2706,161.3,15113.81,0.128,7.8125
5774,E01000551,Violence Against the Person,Brent,2895,146.5,12320.65,0.128,7.8125
11417,E01001090,Violence Against the Person,Croydon,2272,128.4,11145.12,0.128,7.8125
39623,E01003783,Burglary,Redbridge,2549,120.7,10042.24,0.129,7.751937984496124
6125,E01000583,Vehicle Offences,Brent,2028,122.7,10257.72,0.129,7.751937984496124
17269,E01001644,Violence Against the Person,Greenwich,2655,156.4,14388.8,0.129,7.751937984496124
41170,E01003924,Theft,Southwark,2114,128.8,10819.2,0.129,7.751937984496124
21614,E01002070,Violence Against the Person,Haringey,2574,132.1,11624.8,0.129,7.751937984496124
41556,E01003969,Vehicle Offences,Southwark,2388,107.4,9032.34,0.129,7.751937984496124
25475,E01002433,Violence Against the Person,Hillingdon,2489,124.8,11194.56,0.129,7.751937984496124
32192,E01003076,Public Order Offences,Lambeth,2660,116.8,10827.36,0.129,7.751937984496124
1043,E01000106,Vehicle Offences,Barking and Dagenham,2234,111.9,9298.89,0.129,7.751937984496124
37025,E01003533,Violence Against the Person,Newham,2375,123.8,10968.68,0.129,7.751937984496124
2496,E01000243,Violence Against the Person,Barnet,2152,144.9,13606.11,0.13,7.692307692307692
13329,E01001269,Theft,Ealing,2269,121.3,10941.26,0.13,7.692307692307692
15750,E01001492,Vehicle Offences,Enfield,2034,122.6,10347.44,0.13,7.692307692307692
15904,E01001507,Vehicle Offences,Enfield,2585,127.2,11142.72,0.13,7.692307692307692
40708,E01003882,Theft,Richmond upon Thames,1984,126.0,10558.8,0.13,7.692307692307692
42449,E01004062,Arson and Criminal Damage,Southwark,2178,119.6,10118.16,0.13,7.692307692307692
54557,E01035694,Theft,Tower Hamlets,2185,153.2,13052.64,0.131,7.633587786259541
48420,E01004648,Vehicle Offences,Westminster,2332,121.6,10275.2,0.131,7.633587786259541
5506,E01000524,Public Order Offences,Brent,2384,147.1,14298.12,0.131,7.633587786259541
29312,E01002808,Theft,Islington,1914,128.5,10883.95,0.131,7.633587786259541
48980,E01004710,Theft,Westminster,2006,116.4,10138.44,0.131,7.633587786259541
6610,E01000632,Violence Against the Person,Brent,2499,160.1,13864.66,0.131,7.633587786259541
12252,E01001167,Vehicle Offences,Croydon,2331,124.7,11098.3,0.131,7.633587786259541
28226,E01002704,Arson and Criminal Damage,Islington,2341,127.6,10833.24,0.131,7.633587786259541
20569,E01001973,Violence Against the Person,Haringey,2514,138.5,12783.55,0.131,7.633587786259541
21225,E01002034,Public Order Offences,Haringey,2471,153.5,16977.1,0.131,7.633587786259541
