,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
4750,Arson and Criminal Damage,E01034148,Croydon,126.4,102.5,1.23
4747,Arson and Criminal Damage,E01034145,Croydon,126.1,78.9,1.6
871,Arson and Criminal Damage,E01000914,Camden,124.8,67.4,1.85
2673,Arson and Criminal Damage,E01002818,Kensington and Chelsea,124.3,100.7,1.23
1494,Arson and Criminal Damage,E01001558,Enfield,122.9,75.2,1.63
2557,Arson and Criminal Damage,E01002696,Islington,122.4,88.8,1.38
895,Arson and Criminal Damage,E01000939,Camden,122.4,112.6,1.09
876,Arson and Criminal Damage,E01000919,Camden,121.4,65.1,1.86
2674,Arson and Criminal Damage,E01002819,Kensington and Chelsea,121.3,122.5,0.99
344,Arson and Criminal Damage,E01000362,Bexley,120.2,89.0,1.35
4876,Arson and Criminal Damage,E01034609,Hillingdon,119.8,99.0,1.21
2244,Arson and Criminal Damage,E01002361,Havering,118.9,99.7,1.19
733,Arson and Criminal Damage,E01000769,Bromley,118.5,78.2,1.52
4440,Arson and Criminal Damage,E01004699,Westminster,116.6,96.6,1.21
2320,Arson and Criminal Damage,E01002439,Hillingdon,116.2,130.0,0.89
4690,Arson and Criminal Damage,E01033917,Barnet,114.3,103.4,1.11
1293,Arson and Criminal Damage,E01001351,Ealing,113.6,74.2,1.53
3753,Arson and Criminal Damage,E01003939,Southwark,113.3,85.7,1.32
2702,Arson and Criminal Damage,E01002850,Kensington and Chelsea,112.7,105.1,1.07
4785,Arson and Criminal Damage,E01034200,Newham,112.6,71.2,1.58
3220,Arson and Criminal Damage,E01003383,Merton,112.2,86.0,1.3
312,Arson and Criminal Damage,E01000330,Bexley,112.0,94.8,1.18
1567,Arson and Criminal Damage,E01001641,Greenwich,111.2,89.1,1.25
409,Arson and Criminal Damage,E01000429,Bexley,110.1,95.9,1.15
3331,Arson and Criminal Damage,E01003497,Newham,110.1,94.9,1.16
4213,Arson and Criminal Damage,E01004455,Waltham Forest,109.2,81.6,1.34
2477,Arson and Criminal Damage,E01002608,Hounslow,108.0,86.9,1.24
570,Arson and Criminal Damage,E01000601,Brent,107.8,74.2,1.45
4660,Arson and Criminal Damage,E01033862,Lambeth,107.1,89.0,1.2
1329,Arson and Criminal Damage,E01001388,Ealing,106.7,97.2,1.1
684,Arson and Criminal Damage,E01000719,Bromley,106.6,76.5,1.39
4081,Arson and Criminal Damage,E01004316,Tower Hamlets,106.6,118.0,0.9
3693,Arson and Criminal Damage,E01003876,Richmond upon Thames,106.4,64.0,1.66
901,Arson and Criminal Damage,E01000947,Camden,106.2,66.2,1.6
4530,Arson and Criminal Damage,E01032741,Havering,106.0,62.8,1.69
4050,Arson and Criminal Damage,E01004277,Tower Hamlets,105.5,96.0,1.1
814,Arson and Criminal Damage,E01000855,Camden,105.1,64.7,1.62
1796,Arson and Criminal Damage,E01001898,Hammersmith and Fulham,104.1,58.9,1.77
1061,Arson and Criminal Damage,E01001114,Croydon,103.7,96.6,1.07
1370,Arson and Criminal Damage,E01001429,Enfield,103.7,56.8,1.83
1921,Arson and Criminal Damage,E01002026,Haringey,103.4,67.9,1.52
2853,Arson and Criminal Damage,E01003003,Kingston upon Thames,103.4,80.9,1.28
4672,Arson and Criminal Damage,E01033874,Southwark,103.4,103.2,1.0
4805,Arson and Criminal Damage,E01034220,Newham,103.0,78.2,1.32
4454,Arson and Criminal Damage,E01004714,Westminster,102.9,60.6,1.7
1510,Arson and Criminal Damage,E01001575,Greenwich,102.8,86.7,1.19
1936,Arson and Criminal Damage,E01002042,Haringey,102.7,95.5,1.08
4407,Arson and Criminal Damage,E01004657,Westminster,102.3,94.5,1.08
3156,Arson and Criminal Damage,E01003318,Lewisham,102.3,52.9,1.93
4632,Arson and Criminal Damage,E01033712,Hackney,100.9,104.1,0.97
418,Arson and Criminal Damage,E01000439,Bexley,100.7,85.3,1.18
1839,Arson and Criminal Damage,E01001943,Hammersmith and Fulham,100.7,53.6,1.88
679,Arson and Criminal Damage,E01000714,Bromley,100.5,80.3,1.25
4072,Arson and Criminal Damage,E01004306,Tower Hamlets,100.3,83.5,1.2
641,Arson and Criminal Damage,E01000676,Bromley,100.3,54.9,1.83
4709,Arson and Criminal Damage,E01033936,Brent,99.9,97.2,1.03
2024,Arson and Criminal Damage,E01002133,Harrow,99.8,78.1,1.28
4016,Arson and Criminal Damage,E01004231,Tower Hamlets,99.1,89.1,1.11
2584,Arson and Criminal Damage,E01002724,Islington,98.7,74.8,1.32
4828,Arson and Criminal Damage,E01034394,Lewisham,98.5,91.8,1.07
2590,Arson and Criminal Damage,E01002730,Islington,98.4,79.3,1.24
3434,Arson and Criminal Damage,E01003603,Newham,98.3,84.6,1.16
4180,Arson and Criminal Damage,E01004420,Waltham Forest,98.3,71.6,1.37
45,Arson and Criminal Damage,E01000056,Barking and Dagenham,98.2,90.7,1.08
1898,Arson and Criminal Damage,E01002002,Haringey,97.9,90.9,1.08
4665,Arson and Criminal Damage,E01033867,Southwark,97.5,103.6,0.94
817,Arson and Criminal Damage,E01000858,Camden,97.4,83.5,1.17
1619,Arson and Criminal Damage,E01001701,Greenwich,97.3,58.4,1.67
2967,Arson and Criminal Damage,E01003120,Lambeth,97.0,72.8,1.33
4426,Arson and Criminal Damage,E01004682,Westminster,97.0,90.7,1.07
1437,Arson and Criminal Damage,E01001498,Enfield,96.9,90.2,1.07
2695,Arson and Criminal Damage,E01002843,Kensington and Chelsea,96.9,95.5,1.01
3,Arson and Criminal Damage,E01000009,Barking and Dagenham,96.7,78.7,1.23
1178,Arson and Criminal Damage,E01001234,Ealing,96.6,111.5,0.87
4774,Arson and Criminal Damage,E01034188,Greenwich,96.4,68.4,1.41
875,Arson and Criminal Damage,E01000918,Camden,96.0,65.8,1.46
1129,Arson and Criminal Damage,E01001183,Croydon,95.9,80.5,1.19
2890,Arson and Criminal Damage,E01003041,Lambeth,95.4,84.7,1.13
6,Arson and Criminal Damage,E01000013,Barking and Dagenham,95.1,74.9,1.27
4765,Arson and Criminal Damage,E01034179,Greenwich,95.1,111.6,0.85
3133,Arson and Criminal Damage,E01003291,Lewisham,94.7,61.1,1.55
609,Arson and Criminal Damage,E01000642,Brent,94.7,73.0,1.3
861,Arson and Criminal Damage,E01000904,Camden,94.5,81.9,1.15
4431,Arson and Criminal Damage,E01004690,Westminster,94.5,139.1,0.68
396,Arson and Criminal Damage,E01000416,Bexley,94.4,84.4,1.12
2593,Arson and Criminal Damage,E01002734,Islington,94.1,69.3,1.36
529,Arson and Criminal Damage,E01000556,Brent,94.0,72.4,1.3
2706,Arson and Criminal Damage,E01002854,Kensington and Chelsea,93.9,90.4,1.04
1611,Arson and Criminal Damage,E01001693,Greenwich,93.7,101.9,0.92
2886,Arson and Criminal Damage,E01003037,Lambeth,93.6,81.6,1.15
1110,Arson and Criminal Damage,E01001164,Croydon,93.6,72.8,1.29
949,Arson and Criminal Damage,E01000998,Croydon,93.5,84.9,1.1
4190,Arson and Criminal Damage,E01004430,Waltham Forest,93.4,60.7,1.54
4027,Arson and Criminal Damage,E01004244,Tower Hamlets,93.4,82.9,1.13
885,Arson and Criminal Damage,E01000928,Camden,93.4,84.6,1.1
2397,Arson and Criminal Damage,E01002521,Hillingdon,93.0,65.3,1.42
3972,Arson and Criminal Damage,E01004178,Sutton,92.9,68.0,1.37
4663,Arson and Criminal Damage,E01033865,Lambeth,92.3,84.1,1.1
1330,Arson and Criminal Damage,E01001389,Ealing,92.2,90.0,1.02
4682,Arson and Criminal Damage,E01033884,Southwark,92.1,74.1,1.24
3162,Arson and Criminal Damage,E01003324,Lewisham,91.8,82.0,1.12
3047,Arson and Criminal Damage,E01003200,Lewisham,91.8,86.7,1.06
2425,Arson and Criminal Damage,E01002552,Hillingdon,91.7,95.5,0.96
4500,Arson and Criminal Damage,E01032512,Westminster,91.7,83.5,1.1
2660,Arson and Criminal Damage,E01002805,Islington,91.3,91.7,1.0
2850,Arson and Criminal Damage,E01003000,Kingston upon Thames,91.2,91.2,1.0
3961,Arson and Criminal Damage,E01004167,Sutton,91.1,81.7,1.12
4131,Arson and Criminal Damage,E01004370,Waltham Forest,90.9,86.9,1.05
1557,Arson and Criminal Damage,E01001625,Greenwich,90.8,119.3,0.76
384,Arson and Criminal Damage,E01000404,Bexley,90.7,78.4,1.16
998,Arson and Criminal Damage,E01001051,Croydon,90.6,90.4,1.0
228,Arson and Criminal Damage,E01000245,Barnet,90.6,71.8,1.26
2781,Arson and Criminal Damage,E01002930,Kingston upon Thames,90.5,70.2,1.29
2653,Arson and Criminal Damage,E01002797,Islington,90.4,69.9,1.29
1586,Arson and Criminal Damage,E01001661,Greenwich,90.4,86.1,1.05
4651,Arson and Criminal Damage,E01033784,Havering,90.3,79.5,1.14
746,Arson and Criminal Damage,E01000783,Bromley,89.8,96.6,0.93
1189,Arson and Criminal Damage,E01001246,Ealing,89.5,71.6,1.25
4533,Arson and Criminal Damage,E01032744,Ealing,89.4,78.7,1.14
1647,Arson and Criminal Damage,E01001735,Hackney,89.2,95.2,0.94
4790,Arson and Criminal Damage,E01034205,Newham,89.1,58.8,1.52
3827,Arson and Criminal Damage,E01004031,Southwark,89.0,59.6,1.49
2900,Arson and Criminal Damage,E01003051,Lambeth,88.6,69.1,1.28
3172,Arson and Criminal Damage,E01003334,Lewisham,88.4,73.9,1.2
879,Arson and Criminal Damage,E01000922,Camden,88.1,77.1,1.14
1487,Arson and Criminal Damage,E01001551,Enfield,87.9,77.2,1.14
3895,Arson and Criminal Damage,E01004099,Sutton,87.9,72.0,1.22
1646,Arson and Criminal Damage,E01001734,Hackney,87.8,84.1,1.04
3510,Arson and Criminal Damage,E01003689,Redbridge,87.6,47.7,1.84
2234,Arson and Criminal Damage,E01002350,Havering,87.5,78.2,1.12
708,Arson and Criminal Damage,E01000744,Bromley,87.5,81.3,1.08
1924,Arson and Criminal Damage,E01002029,Haringey,87.4,46.9,1.86
1747,Arson and Criminal Damage,E01001848,Hackney,87.2,77.8,1.12
1303,Arson and Criminal Damage,E01001361,Ealing,87.2,54.4,1.6
3099,Arson and Criminal Damage,E01003256,Lewisham,87.2,73.7,1.18
355,Arson and Criminal Damage,E01000373,Bexley,87.0,99.8,0.87
3228,Arson and Criminal Damage,E01003391,Merton,87.0,87.8,0.99
2693,Arson and Criminal Damage,E01002841,Kensington and Chelsea,86.9,125.4,0.69
1684,Arson and Criminal Damage,E01001780,Hackney,86.8,74.5,1.17
1886,Arson and Criminal Damage,E01001990,Haringey,86.6,70.2,1.23
3831,Arson and Criminal Damage,E01004035,Southwark,86.4,84.0,1.03
759,Arson and Criminal Damage,E01000796,Bromley,86.4,85.0,1.02
902,Arson and Criminal Damage,E01000948,Camden,86.3,87.0,0.99
1909,Arson and Criminal Damage,E01002014,Haringey,86.1,78.7,1.09
2418,Arson and Criminal Damage,E01002545,Hillingdon,85.9,96.0,0.89
884,Arson and Criminal Damage,E01000927,Camden,85.8,85.0,1.01
873,Arson and Criminal Damage,E01000916,Camden,85.5,67.1,1.27
18,Arson and Criminal Damage,E01000027,Barking and Dagenham,85.3,66.4,1.28
4210,Arson and Criminal Damage,E01004452,Waltham Forest,85.3,72.6,1.17
3977,Arson and Criminal Damage,E01004183,Sutton,85.3,81.3,1.05
782,Arson and Criminal Damage,E01000820,Bromley,85.3,79.4,1.07
445,Arson and Criminal Damage,E01000466,Bexley,85.2,77.1,1.11
4958,Arson and Criminal Damage,E01035696,Tower Hamlets,85.0,96.9,0.88
1001,Arson and Criminal Damage,E01001054,Croydon,85.0,82.2,1.03
