,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
4607,Arson and Criminal Damage,E01033589,Redbridge,161.2,95.6,1.69
2425,Arson and Criminal Damage,E01002552,Hillingdon,91.7,95.5,0.96
2695,Arson and Criminal Damage,E01002843,Kensington and Chelsea,96.9,95.5,1.01
1936,Arson and Criminal Damage,E01002042,Haringey,102.7,95.5,1.08
115,Arson and Criminal Damage,E01000129,Barnet,130.3,95.3,1.37
40,Arson and Criminal Damage,E01000051,Barking and Dagenham,67.9,95.3,0.71
1647,Arson and Criminal Damage,E01001735,Hackney,89.2,95.2,0.94
3331,Arson and Criminal Damage,E01003497,Newham,110.1,94.9,1.16
312,Arson and Criminal Damage,E01000330,Bexley,112.0,94.8,1.18
4407,Arson and Criminal Damage,E01004657,Westminster,102.3,94.5,1.08
4461,Arson and Criminal Damage,E01004721,Westminster,82.3,94.1,0.87
1166,Arson and Criminal Damage,E01001220,Ealing,80.8,94.0,0.86
704,Arson and Criminal Damage,E01000739,Bromley,129.3,93.6,1.38
2578,Arson and Criminal Damage,E01002718,Islington,52.4,93.5,0.56
4641,Arson and Criminal Damage,E01033737,Greenwich,128.6,92.3,1.39
4828,Arson and Criminal Damage,E01034394,Lewisham,98.5,91.8,1.07
1862,Arson and Criminal Damage,E01001966,Haringey,71.2,91.7,0.78
2660,Arson and Criminal Damage,E01002805,Islington,91.3,91.7,1.0
2230,Arson and Criminal Damage,E01002346,Havering,59.3,91.5,0.65
2472,Arson and Criminal Damage,E01002603,Hounslow,84.8,91.4,0.93
2555,Arson and Criminal Damage,E01002694,Islington,65.0,91.4,0.71
2850,Arson and Criminal Damage,E01003000,Kingston upon Thames,91.2,91.2,1.0
1898,Arson and Criminal Damage,E01002002,Haringey,97.9,90.9,1.08
4283,Arson and Criminal Damage,E01004527,Wandsworth,40.2,90.8,0.44
3863,Arson and Criminal Damage,E01004067,Southwark,154.2,90.8,1.7
2675,Arson and Criminal Damage,E01002821,Kensington and Chelsea,80.0,90.8,0.88
4426,Arson and Criminal Damage,E01004682,Westminster,97.0,90.7,1.07
2692,Arson and Criminal Damage,E01002840,Kensington and Chelsea,76.0,90.7,0.84
45,Arson and Criminal Damage,E01000056,Barking and Dagenham,98.2,90.7,1.08
275,Arson and Criminal Damage,E01000293,Barnet,40.8,90.6,0.45
998,Arson and Criminal Damage,E01001051,Croydon,90.6,90.4,1.0
2706,Arson and Criminal Damage,E01002854,Kensington and Chelsea,93.9,90.4,1.04
1437,Arson and Criminal Damage,E01001498,Enfield,96.9,90.2,1.07
4722,Arson and Criminal Damage,E01034028,Ealing,52.4,90.1,0.58
1330,Arson and Criminal Damage,E01001389,Ealing,92.2,90.0,1.02
4820,Arson and Criminal Damage,E01034386,Bromley,126.9,89.7,1.41
1298,Arson and Criminal Damage,E01001356,Ealing,77.7,89.3,0.87
1567,Arson and Criminal Damage,E01001641,Greenwich,111.2,89.1,1.25
4016,Arson and Criminal Damage,E01004231,Tower Hamlets,99.1,89.1,1.11
344,Arson and Criminal Damage,E01000362,Bexley,120.2,89.0,1.35
4660,Arson and Criminal Damage,E01033862,Lambeth,107.1,89.0,1.2
2557,Arson and Criminal Damage,E01002696,Islington,122.4,88.8,1.38
897,Arson and Criminal Damage,E01000942,Camden,83.2,88.7,0.94
907,Arson and Criminal Damage,E01000955,Camden,62.0,88.4,0.7
657,Arson and Criminal Damage,E01000692,Bromley,80.4,88.4,0.91
3668,Arson and Criminal Damage,E01003851,Richmond upon Thames,37.5,88.0,0.43
3731,Arson and Criminal Damage,E01003914,Southwark,57.8,88.0,0.66
3228,Arson and Criminal Damage,E01003391,Merton,87.0,87.8,0.99
4493,Arson and Criminal Damage,E01004756,Westminster,74.4,87.6,0.85
4354,Arson and Criminal Damage,E01004602,Wandsworth,41.8,87.6,0.48
1631,Arson and Criminal Damage,E01001718,Hackney,83.8,87.1,0.96
902,Arson and Criminal Damage,E01000948,Camden,86.3,87.0,0.99
2477,Arson and Criminal Damage,E01002608,Hounslow,108.0,86.9,1.24
4753,Arson and Criminal Damage,E01034151,Croydon,80.5,86.9,0.93
4131,Arson and Criminal Damage,E01004370,Waltham Forest,90.9,86.9,1.05
1990,Arson and Criminal Damage,E01002097,Haringey,75.7,86.8,0.87
4593,Arson and Criminal Damage,E01033490,Islington,84.5,86.8,0.97
1510,Arson and Criminal Damage,E01001575,Greenwich,102.8,86.7,1.19
3047,Arson and Criminal Damage,E01003200,Lewisham,91.8,86.7,1.06
2713,Arson and Criminal Damage,E01002861,Kensington and Chelsea,53.4,86.6,0.62
964,Arson and Criminal Damage,E01001013,Croydon,154.5,86.5,1.79
4683,Arson and Criminal Damage,E01033885,Southwark,67.8,86.5,0.78
4080,Arson and Criminal Damage,E01004315,Tower Hamlets,82.6,86.1,0.96
1586,Arson and Criminal Damage,E01001661,Greenwich,90.4,86.1,1.05
2888,Arson and Criminal Damage,E01003039,Lambeth,69.4,86.0,0.81
3220,Arson and Criminal Damage,E01003383,Merton,112.2,86.0,1.3
3084,Arson and Criminal Damage,E01003239,Lewisham,73.1,85.9,0.85
3753,Arson and Criminal Damage,E01003939,Southwark,113.3,85.7,1.32
2177,Arson and Criminal Damage,E01002292,Havering,45.1,85.4,0.53
418,Arson and Criminal Damage,E01000439,Bexley,100.7,85.3,1.18
4214,Arson and Criminal Damage,E01004456,Waltham Forest,76.1,85.3,0.89
3650,Arson and Criminal Damage,E01003832,Richmond upon Thames,73.1,85.1,0.86
1328,Arson and Criminal Damage,E01001387,Ealing,79.9,85.0,0.94
759,Arson and Criminal Damage,E01000796,Bromley,86.4,85.0,1.02
884,Arson and Criminal Damage,E01000927,Camden,85.8,85.0,1.01
949,Arson and Criminal Damage,E01000998,Croydon,93.5,84.9,1.1
3043,Arson and Criminal Damage,E01003196,Lewisham,81.9,84.9,0.96
1585,Arson and Criminal Damage,E01001660,Greenwich,78.1,84.8,0.92
2890,Arson and Criminal Damage,E01003041,Lambeth,95.4,84.7,1.13
3434,Arson and Criminal Damage,E01003603,Newham,98.3,84.6,1.16
885,Arson and Criminal Damage,E01000928,Camden,93.4,84.6,1.1
1578,Arson and Criminal Damage,E01001653,Greenwich,79.1,84.5,0.94
396,Arson and Criminal Damage,E01000416,Bexley,94.4,84.4,1.12
3621,Arson and Criminal Damage,E01003803,Richmond upon Thames,49.7,84.4,0.59
2325,Arson and Criminal Damage,E01002444,Hillingdon,178.4,84.2,2.12
2745,Arson and Criminal Damage,E01002893,Kensington and Chelsea,56.5,84.2,0.67
2723,Arson and Criminal Damage,E01002871,Kensington and Chelsea,65.9,84.1,0.78
1646,Arson and Criminal Damage,E01001734,Hackney,87.8,84.1,1.04
4663,Arson and Criminal Damage,E01033865,Lambeth,92.3,84.1,1.1
2725,Arson and Criminal Damage,E01002873,Kensington and Chelsea,52.8,84.0,0.63
822,Arson and Criminal Damage,E01000863,Camden,151.3,84.0,1.8
3831,Arson and Criminal Damage,E01004035,Southwark,86.4,84.0,1.03
748,Arson and Criminal Damage,E01000785,Bromley,77.9,83.9,0.93
2648,Arson and Criminal Damage,E01002792,Islington,64.4,83.7,0.77
1730,Arson and Criminal Damage,E01001831,Hackney,83.1,83.5,1.0
817,Arson and Criminal Damage,E01000858,Camden,97.4,83.5,1.17
4500,Arson and Criminal Damage,E01032512,Westminster,91.7,83.5,1.1
4072,Arson and Criminal Damage,E01004306,Tower Hamlets,100.3,83.5,1.2
3637,Arson and Criminal Damage,E01003819,Richmond upon Thames,80.7,83.4,0.97
4814,Arson and Criminal Damage,E01034229,Newham,53.2,83.2,0.64
2012,Arson and Criminal Damage,E01002120,Harrow,60.2,83.2,0.72
2289,Arson and Criminal Damage,E01002408,Hillingdon,80.5,83.2,0.97
1591,Arson and Criminal Damage,E01001671,Greenwich,72.1,83.2,0.87
4027,Arson and Criminal Damage,E01004244,Tower Hamlets,93.4,82.9,1.13
1919,Arson and Criminal Damage,E01002024,Haringey,48.3,82.8,0.58
3049,Arson and Criminal Damage,E01003202,Lewisham,39.7,82.8,0.48
747,Arson and Criminal Damage,E01000784,Bromley,42.3,82.7,0.51
1090,Arson and Criminal Damage,E01001144,Croydon,70.8,82.7,0.86
3213,Arson and Criminal Damage,E01003376,Merton,63.6,82.5,0.77
3749,Arson and Criminal Damage,E01003935,Southwark,72.0,82.4,0.87
434,Arson and Criminal Damage,E01000455,Bexley,27.5,82.4,0.33
4385,Arson and Criminal Damage,E01004634,Wandsworth,49.9,82.4,0.61
2582,Arson and Criminal Damage,E01002722,Islington,75.6,82.4,0.92
