,Major Category,LSOA,Borough,Mean,Standard Deviation,Normalised Deviation
11847,Drug Offences,E01002037,Haringey,49.4,43.5,1.14
12846,Drug Offences,E01003102,Lambeth,143.7,125.8,1.14
13037,Drug Offences,E01003304,Lewisham,38.8,34.1,1.14
10815,Drug Offences,E01000922,Camden,53.5,47.1,1.14
14394,Drug Offences,E01032719,Southwark,71.3,63.1,1.13
14430,Drug Offences,E01033084,Hounslow,67.0,59.4,1.13
9974,Drug Offences,E01000009,Barking and Dagenham,91.4,80.8,1.13
9972,Drug Offences,E01000007,Barking and Dagenham,76.9,68.2,1.13
14793,Drug Offences,E01035668,Tower Hamlets,161.6,143.4,1.13
10441,Drug Offences,E01000506,Brent,69.9,61.7,1.13
11876,Drug Offences,E01002066,Haringey,38.7,34.1,1.13
10030,Drug Offences,E01000070,Barking and Dagenham,68.5,60.8,1.13
14297,Drug Offences,E01004691,Westminster,87.7,77.6,1.13
10846,Drug Offences,E01000958,Camden,30.4,27.1,1.12
10750,Drug Offences,E01000850,Camden,65.9,58.8,1.12
11375,Drug Offences,E01001513,Enfield,39.1,34.9,1.12
10807,Drug Offences,E01000914,Camden,78.2,70.0,1.12
10897,Drug Offences,E01001012,Croydon,54.6,48.9,1.12
11784,Drug Offences,E01001971,Haringey,72.8,64.8,1.12
11758,Drug Offences,E01001945,Hammersmith and Fulham,62.7,56.2,1.12
11118,Drug Offences,E01001247,Ealing,44.5,39.8,1.12
11076,Drug Offences,E01001202,Ealing,44.7,39.8,1.12
11432,Drug Offences,E01001575,Greenwich,54.0,48.4,1.12
14319,Drug Offences,E01004714,Westminster,59.6,53.2,1.12
12794,Drug Offences,E01003050,Lambeth,81.1,72.5,1.12
14362,Drug Offences,E01004762,Westminster,90.2,80.2,1.12
13737,Drug Offences,E01004067,Southwark,82.2,73.6,1.12
13620,Drug Offences,E01003932,Southwark,80.9,72.1,1.12
12552,Drug Offences,E01002795,Islington,55.6,49.6,1.12
12947,Drug Offences,E01003207,Lewisham,32.8,29.4,1.12
11052,Drug Offences,E01001178,Croydon,48.7,43.7,1.11
11567,Drug Offences,E01001734,Hackney,58.2,52.5,1.11
13657,Drug Offences,E01003979,Southwark,35.5,31.9,1.11
13950,Drug Offences,E01004322,Tower Hamlets,57.9,52.1,1.11
13309,Drug Offences,E01003591,Newham,50.0,45.2,1.11
13625,Drug Offences,E01003937,Southwark,77.1,69.7,1.11
12793,Drug Offences,E01003049,Lambeth,43.6,39.3,1.11
12762,Drug Offences,E01003018,Lambeth,38.4,34.6,1.11
12298,Drug Offences,E01002521,Hillingdon,71.7,64.6,1.11
10445,Drug Offences,E01000510,Brent,78.5,70.7,1.11
13732,Drug Offences,E01004062,Southwark,49.8,44.8,1.11
12834,Drug Offences,E01003090,Lambeth,57.1,51.4,1.11
12837,Drug Offences,E01003093,Lambeth,38.4,34.6,1.11
14748,Drug Offences,E01035484,Hammersmith and Fulham,50.1,45.5,1.1
11540,Drug Offences,E01001701,Greenwich,43.4,39.3,1.1
14535,Drug Offences,E01033873,Southwark,52.5,47.9,1.1
10499,Drug Offences,E01000568,Brent,36.6,33.3,1.1
14365,Drug Offences,E01032512,Westminster,31.9,29.0,1.1
