,Borough,Major Category,LSOA,Population,Mean,Range,Normalised Deviation,Regression
46614,Westminster,Arson and Criminal Damage,E01004733,4232,83.0,2.3176341738681742e-05,5660.6,0.104
9450,Croydon,Arson and Criminal Damage,E01001010,3430,82.1,5.222289903099367e-05,4753.59,0.085
41754,Tower Hamlets,Arson and Criminal Damage,E01004259,3504,82.1,4.742184275685175e-05,4490.87,0.084
31685,Lewisham,Arson and Criminal Damage,E01003303,3486,80.8,3.595296977642358e-05,5090.4,0.097
6464,Bromley,Arson and Criminal Damage,E01000790,4580,79.4,3.845507948722613e-05,4446.4,0.086
23754,Hillingdon,Arson and Criminal Damage,E01002506,4108,78.9,5.206590752490859e-05,3684.63,0.072
9553,Croydon,Arson and Criminal Damage,E01001118,4298,78.3,5.4891442292407147e-05,3844.53,0.075
11669,Ealing,Arson and Criminal Damage,E01001247,4652,78.3,4.570193626764443e-05,4040.28,0.078
29815,Lambeth,Arson and Criminal Damage,E01003013,3868,77.4,4.997416086012727e-05,4109.94,0.077
29857,Lambeth,Arson and Criminal Damage,E01003055,3236,76.9,5.260077980656063e-05,4021.87,0.08
8286,Camden,Arson and Criminal Damage,E01035711,4800,76.3,6.989951944080385e-05,3029.11,0.06
31588,Lewisham,Arson and Criminal Damage,E01003199,3932,75.8,6.484168869284797e-05,3555.02,0.072
1157,Barnet,Arson and Criminal Damage,E01000141,3722,75.1,4.956058593300083e-05,3927.73,0.078
6396,Bromley,Arson and Criminal Damage,E01000720,3598,74.1,5.395111823673503e-05,4068.09,0.085
26772,Islington,Arson and Criminal Damage,E01002770,3788,74.1,6.390013584529879e-05,3675.36,0.076
36407,Redbridge,Arson and Criminal Damage,E01003770,5728,73.4,3.716102272485726e-05,4117.74,0.079
25377,Hounslow,Arson and Criminal Damage,E01033083,4356,73.1,4.9658002851461835e-05,3618.45,0.074
38897,Southwark,Arson and Criminal Damage,E01003921,3794,71.6,5.887647321447233e-05,3393.84,0.073
23662,Hillingdon,Arson and Criminal Damage,E01002412,4572,71.0,7.154929553279111e-05,3159.5,0.068
18383,Hammersmith and Fulham,Arson and Criminal Damage,E01001899,3272,70.3,3.878615470804187e-05,3873.53,0.085
38889,Southwark,Arson and Criminal Damage,E01003913,4150,70.0,4.234693847303207e-05,3605.0,0.079
43421,Waltham Forest,Arson and Criminal Damage,E01004397,5792,69.7,5.9356424406981834e-05,3018.01,0.062
25363,Hounslow,Arson and Criminal Damage,E01002681,4848,69.4,7.761767751919621e-05,3095.24,0.066
9481,Croydon,Arson and Criminal Damage,E01001042,4322,69.0,4.1758453487367465e-05,3422.4,0.076
13638,Enfield,Arson and Criminal Damage,E01001513,3960,68.8,7.194767389572912e-05,3171.68,0.07
28030,Kensington and Chelsea,Arson and Criminal Damage,E01002906,3570,68.7,5.1965066795637036e-05,3544.92,0.079
13683,Enfield,Arson and Criminal Damage,E01001559,4254,67.6,6.292899482383846e-05,2974.4,0.067
19513,Haringey,Arson and Criminal Damage,E01002034,4942,67.1,7.365126670235808e-05,2885.3,0.066
44918,Wandsworth,Arson and Criminal Damage,E01004626,3708,66.9,5.038728168576496e-05,3385.14,0.077
16985,Hackney,Arson and Criminal Damage,E01001830,3834,66.3,6.425339482811574e-05,3235.44,0.075
6406,Bromley,Arson and Criminal Damage,E01000730,3682,66.3,5.048676817536277e-05,3500.64,0.08
46612,Westminster,Arson and Criminal Damage,E01004731,3992,66.2,5.025176132423442e-05,3581.42,0.083
103,Barking and Dagenham,Arson and Criminal Damage,E01033587,4890,66.0,9.261363646887914e-05,2547.6,0.058
26797,Islington,Arson and Criminal Damage,E01002795,3892,65.9,5.905917901008429e-05,2939.14,0.068
44822,Wandsworth,Arson and Criminal Damage,E01004525,3866,65.0,7.434615346012575e-05,2886.0,0.068
19459,Haringey,Arson and Criminal Damage,E01001979,4530,64.8,6.355218991631384e-05,2896.56,0.066
29898,Lambeth,Arson and Criminal Damage,E01003096,4196,64.6,5.4127966523801306e-05,3087.88,0.073
3278,Bexley,Arson and Criminal Damage,E01000403,4764,64.5,6.714587784405599e-05,2825.1,0.066
19547,Haringey,Arson and Criminal Damage,E01002069,4184,64.3,5.915453032604321e-05,2668.45,0.063
34516,Newham,Arson and Criminal Damage,E01003521,4374,63.9,7.605633888514185e-05,2773.26,0.066
26711,Islington,Arson and Criminal Damage,E01002704,4682,63.8,7.338558142111913e-05,2743.4,0.066
41717,Tower Hamlets,Arson and Criminal Damage,E01004208,3954,63.1,8.951777312722999e-05,2618.65,0.063
19558,Haringey,Arson and Criminal Damage,E01002081,3954,62.6,5.742085281909973e-05,2892.12,0.067
44901,Wandsworth,Arson and Criminal Damage,E01004609,4388,60.7,6.5718134919331e-05,2646.52,0.067
4666,Brent,Arson and Criminal Damage,E01000568,4438,60.3,6.133222673641041e-05,2737.62,0.069
39017,Southwark,Arson and Criminal Damage,E01004062,4356,59.8,6.622073622890125e-05,2559.44,0.065
36420,Redbridge,Arson and Criminal Damage,E01003783,5098,59.3,8.596964257175434e-05,2324.56,0.059
9533,Croydon,Arson and Criminal Damage,E01001097,4838,58.6,8.255972804165106e-05,2361.58,0.061
25383,Hounslow,Arson and Criminal Damage,E01034036,3640,58.2,0.00010423825445954708,2258.16,0.059
11682,Ealing,Arson and Criminal Damage,E01001261,4588,58.2,9.853951626754385e-05,2386.2,0.062
4625,Brent,Arson and Criminal Damage,E01000524,4768,57.6,0.00010347221719232278,2154.24,0.057
41792,Tower Hamlets,Arson and Criminal Damage,E01004309,5686,56.2,0.0001264679770435328,1938.9,0.052
34565,Newham,Arson and Criminal Damage,E01003570,3872,54.2,0.00010205587477499231,2059.6,0.057
83,Barking and Dagenham,Arson and Criminal Damage,E01000095,4458,52.9,0.000105340266970159,2131.87,0.06
34607,Newham,Arson and Criminal Damage,E01003619,4946,52.1,7.911068201477187e-05,1953.75,0.055
41790,Tower Hamlets,Arson and Criminal Damage,E01004307,4770,51.9,0.00011488438667189466,1967.01,0.058
8243,Camden,Arson and Criminal Damage,E01000931,4112,51.5,0.00013307444144332006,1735.55,0.051
11627,Ealing,Arson and Criminal Damage,E01001202,4958,49.2,0.00010077235967348143,1751.52,0.054
9451,Croydon,Arson and Criminal Damage,E01001011,4578,48.3,0.00010531400793204044,1864.38,0.059
20883,Harrow,Arson and Criminal Damage,E01002130,5846,47.4,0.00013703704262002766,1474.14,0.047
8265,Camden,Arson and Criminal Damage,E01000958,5962,47.0,9.757773994146702e-05,1673.2,0.054
20882,Harrow,Arson and Criminal Damage,E01002129,5382,46.2,0.00012943722120031538,1381.38,0.045
25327,Hounslow,Arson and Criminal Damage,E01002641,5456,43.3,0.00014000513818857152,1320.65,0.046
1,Barking and Dagenham,Arson and Criminal Damage,E01000007,5682,43.1,0.0001318329513034126,1405.06,0.049
6338,Bromley,Arson and Criminal Damage,E01000661,5668,41.8,0.0001694976158465355,1333.42,0.048
41839,Tower Hamlets,Arson and Criminal Damage,E01035670,8760,36.4,0.00021878123102072821,888.16,0.036
