,Borough,Major Category,LSOA,Population,Mean,Range,Normalised Deviation,Regression
22615,Havering,Drug Offences,E01002353,4120,111.8,2.632251487623509e-05,7580.04,0.104
19798,Haringey,Drug Offences,E01002026,3560,87.7,3.6902663505092476e-05,6024.99,0.104
13924,Enfield,Drug Offences,E01001429,4588,103.3,2.3375961502970534e-05,6879.78,0.103
3571,Bexley,Drug Offences,E01000403,4764,68.5,3.311783119006873e-05,4596.35,0.102
36759,Redbridge,Drug Offences,E01033589,3860,107.6,2.1102121162006872e-05,8651.04,0.101
34993,Newham,Drug Offences,E01003636,4378,81.8,4.1169832558174e-05,5366.08,0.1
31938,Lewisham,Drug Offences,E01003199,3932,127.0,2.8146027105243314e-05,8559.8,0.099
12169,Ealing,Drug Offences,E01001351,3986,97.0,2.4172225754858724e-05,6382.6,0.099
231,Barking and Dagenham,Drug Offences,E01000007,5682,76.9,2.638863112327404e-05,5321.48,0.096
12179,Ealing,Drug Offences,E01001361,4542,89.9,3.157675228555691e-05,6095.22,0.096
32091,Lewisham,Drug Offences,E01033327,4338,86.8,4.164746544978326e-05,5303.48,0.094
34935,Newham,Drug Offences,E01003570,3872,93.3,3.7727759655458024e-05,5765.94,0.094
46862,Westminster,Drug Offences,E01004735,4088,81.7,2.9433364466965154e-05,5196.12,0.093
32047,Lewisham,Drug Offences,E01003318,4152,108.4,3.191881895262864e-05,6699.12,0.093
46860,Westminster,Drug Offences,E01004733,4232,74.5,3.550335520908068e-05,4522.15,0.093
4989,Brent,Drug Offences,E01000526,4380,99.0,2.602495512126614e-05,6494.4,0.092
39249,Southwark,Drug Offences,E01003929,3962,83.1,4.334317902540348e-05,4811.49,0.089
17282,Hackney,Drug Offences,E01001830,3834,84.5,4.5372781639631673e-05,4816.5,0.088
39281,Southwark,Drug Offences,E01003969,4776,82.4,3.409480325985869e-05,5331.28,0.088
333,Barking and Dagenham,Drug Offences,E01033587,4890,94.1,3.7118567282692595e-05,5373.11,0.087
5084,Brent,Drug Offences,E01000631,4132,91.1,4.1233410046718276e-05,5821.29,0.085
25677,Hounslow,Drug Offences,E01033083,4356,71.0,5.112675964885937e-05,3905.0,0.084
4987,Brent,Drug Offences,E01000524,4768,75.3,4.8707732708133864e-05,4141.5,0.081
4995,Brent,Drug Offences,E01000533,4328,65.6,6.59756117192743e-05,3463.68,0.081
4986,Brent,Drug Offences,E01000523,4592,76.0,3.7763158232617734e-05,4294.0,0.08
8541,Camden,Drug Offences,E01035711,4800,61.3,3.40449673418544e-05,3199.86,0.08
4971,Brent,Drug Offences,E01000508,5316,63.8,4.166144162752922e-05,3432.44,0.079
8484,Camden,Drug Offences,E01000915,2992,73.9,5.7838776608078495e-05,3791.07,0.079
21170,Harrow,Drug Offences,E01002129,5382,62.3,4.11373540462105e-05,3195.99,0.079
30216,Lambeth,Drug Offences,E01003052,4432,64.6,5.7172341736238267e-05,3611.14,0.074
42129,Tower Hamlets,Drug Offences,E01004309,5686,73.5,5.1573696568941215e-05,3689.7,0.074
10007,Croydon,Drug Offences,E01001118,4298,86.4,4.974537085746046e-05,4363.2,0.071
21218,Harrow,Drug Offences,E01002179,5216,60.1,7.232390521315772e-05,2764.6,0.066
25627,Hounslow,Drug Offences,E01002641,5456,58.7,7.149783751215553e-05,2436.05,0.06
