,Borough,Major Category,LSOA,Population,Mean,Range,Normalised Deviation,Regression
46447,Wandsworth,Violence Against the Person,E01004570,4000,206.0,6.472491909385113e-06,32506.8,0.238
27935,Islington,Violence Against the Person,E01035652,2542,371.9,3.106895797787662e-06,62367.63,0.238
31397,Lambeth,Violence Against the Person,E01003013,3868,484.2,1.775207674711315e-06,119645.82,0.235
19373,Hammersmith and Fulham,Violence Against the Person,E01001898,4200,391.6,3.1544793587968042e-06,70135.56,0.232
31419,Lambeth,Violence Against the Person,E01003035,3342,368.6,3.487207309013554e-06,55806.04,0.23
11610,Croydon,Violence Against the Person,E01034143,2622,331.6,3.294632091844248e-06,58394.76,0.23
25228,Hillingdon,Violence Against the Person,E01034602,2716,309.3,4.181485065711097e-06,46023.84,0.229
19416,Hammersmith and Fulham,Violence Against the Person,E01001943,4450,484.3,2.3560306422235366e-06,87755.16,0.229
28910,Kensington and Chelsea,Violence Against the Person,E01002906,3570,340.6,3.27546975804629e-06,58481.02,0.228
9297,Camden,Violence Against the Person,E01000855,2654,311.0,3.7103313311408422e-06,54082.9,0.227
3189,Barnet,Violence Against the Person,E01033913,3050,255.4,4.5930967969015225e-06,43085.98,0.227
6262,Brent,Violence Against the Person,E01000601,2784,321.2,3.939771313373866e-06,51745.32,0.223
20777,Haringey,Violence Against the Person,E01002026,3560,333.1,3.1433768391461744e-06,50664.51,0.219
23637,Havering,Violence Against the Person,E01032741,2968,395.4,3.574439385552297e-06,62473.2,0.217
16846,Greenwich,Violence Against the Person,E01033735,2540,352.5,3.1329016380761562e-06,51253.5,0.216
9353,Camden,Violence Against the Person,E01000913,3258,256.6,4.534572992479578e-06,43262.76,0.215
47674,Westminster,Violence Against the Person,E01004714,3334,367.5,3.7800453454995655e-06,56742.0,0.215
28827,Kensington and Chelsea,Violence Against the Person,E01002819,2212,224.4,5.798469114857253e-06,34759.56,0.214
47656,Westminster,Violence Against the Person,E01004695,2112,265.4,4.420999745253153e-06,38695.32,0.213
19414,Hammersmith and Fulham,Violence Against the Person,E01001941,3092,398.4,4.084760095442707e-06,57409.44,0.213
6304,Brent,Violence Against the Person,E01033455,2228,279.9,5.685704069803662e-06,38906.1,0.213
47735,Westminster,Violence Against the Person,E01035718,5318,244.7,3.747023093195591e-06,38344.49,0.212
47719,Westminster,Violence Against the Person,E01004765,3724,348.8,3.4440662867315096e-06,52633.92,0.209
18307,Hackney,Violence Against the Person,E01001848,4046,243.2,5.198910362456697e-06,35093.76,0.209
31573,Lambeth,Violence Against the Person,E01033862,2844,272.6,4.347028615107019e-06,36473.88,0.208
13482,Ealing,Violence Against the Person,E01001361,4542,380.9,3.057535797491528e-06,53402.18,0.205
9294,Camden,Violence Against the Person,E01000850,2822,243.7,6.094637482064396e-06,33118.83,0.203
16832,Greenwich,Violence Against the Person,E01001701,3508,379.8,2.638982926479796e-06,78314.76,0.202
31439,Lambeth,Violence Against the Person,E01003055,3236,314.7,3.808447781568884e-06,42799.2,0.202
9384,Camden,Violence Against the Person,E01000947,3312,382.6,4.32828019461177e-06,50426.68,0.201
47628,Westminster,Violence Against the Person,E01004658,3096,327.9,4.105175229794675e-06,42397.47,0.201
20754,Haringey,Violence Against the Person,E01002002,3354,258.5,4.633876770768238e-06,42264.75,0.201
47730,Westminster,Violence Against the Person,E01033604,2384,300.3,4.178277857098669e-06,43633.59,0.2
46404,Wandsworth,Violence Against the Person,E01004525,3866,345.2,3.4997827317381224e-06,47810.2,0.2
40470,Southwark,Violence Against the Person,E01004010,2982,276.6,5.674163702743615e-06,35626.08,0.2
27885,Islington,Violence Against the Person,E01002770,3788,331.4,3.941481284579674e-06,48251.84,0.199
46430,Wandsworth,Violence Against the Person,E01004551,3102,288.6,4.885654887178479e-06,39797.94,0.198
8156,Bromley,Violence Against the Person,E01034385,2878,234.0,6.149572636064614e-06,31402.8,0.197
9377,Camden,Violence Against the Person,E01000938,2766,272.2,5.645358818696021e-06,37645.26,0.196
9378,Camden,Violence Against the Person,E01000939,2892,245.3,6.205076487247625e-06,34023.11,0.196
9300,Camden,Violence Against the Person,E01000858,3984,275.1,5.570002501989424e-06,34965.21,0.195
31486,Lambeth,Violence Against the Person,E01003102,3542,262.4,5.868902452444137e-06,34741.76,0.194
26590,Hounslow,Violence Against the Person,E01002596,4256,179.8,6.9619839058704136e-06,25207.96,0.194
4462,Bexley,Violence Against the Person,E01000360,3804,303.4,5.015161510292418e-06,39927.44,0.194
7988,Bromley,Violence Against the Person,E01000676,4092,340.3,4.624878509066445e-06,51079.03,0.193
25092,Hillingdon,Violence Against the Person,E01002412,4572,298.6,4.374700978251384e-06,51866.82,0.193
19395,Hammersmith and Fulham,Violence Against the Person,E01001920,2898,231.2,6.597158999448478e-06,28668.8,0.191
28837,Kensington and Chelsea,Violence Against the Person,E01002831,3496,234.6,5.138607171173988e-06,29723.82,0.191
37811,Redbridge,Violence Against the Person,E01003770,5728,344.5,2.6817734900629698e-06,84747.0,0.19
18306,Hackney,Violence Against the Person,E01001847,2636,175.4,7.514253129263752e-06,25064.66,0.19
40523,Southwark,Violence Against the Person,E01004067,4424,334.8,3.6705163899017783e-06,41950.44,0.19
40390,Southwark,Violence Against the Person,E01003913,4150,286.6,4.258856373812328e-06,37802.54,0.189
18326,Hackney,Violence Against the Person,E01035641,2806,213.4,6.574507975164165e-06,27421.9,0.189
27815,Islington,Violence Against the Person,E01002695,2966,265.6,5.317699382232759e-06,33385.92,0.189
11615,Croydon,Violence Against the Person,E01034148,3268,288.0,4.728009258274257e-06,48153.6,0.188
47705,Westminster,Violence Against the Person,E01004748,2468,227.4,6.384189559662846e-06,30767.22,0.187
22201,Harrow,Violence Against the Person,E01034598,2454,177.9,6.568698297611483e-06,27556.71,0.187
4573,Bexley,Violence Against the Person,E01033791,2772,226.6,5.825242707135451e-06,36958.46,0.186
37839,Redbridge,Violence Against the Person,E01033589,3860,331.3,4.854613147359447e-06,42373.27,0.186
33291,Lewisham,Violence Against the Person,E01034394,2496,216.8,7.675276725578355e-06,28032.24,0.185
47717,Westminster,Violence Against the Person,E01004762,3158,286.1,5.256237421889552e-06,38079.91,0.185
11588,Croydon,Violence Against the Person,E01001178,3226,358.8,2.9970271289097494e-06,70181.28,0.185
4531,Bexley,Violence Against the Person,E01000431,2402,164.8,9.71682849170005e-06,19611.2,0.184
36214,Newham,Violence Against the Person,E01003603,3878,224.6,6.906500466613532e-06,27109.22,0.184
33282,Lewisham,Violence Against the Person,E01033327,4338,341.4,3.9707820801161904e-06,48922.62,0.184
46373,Wandsworth,Violence Against the Person,E01004493,3832,138.6,8.378153803097869e-06,17186.4,0.183
47627,Westminster,Violence Against the Person,E01004657,2462,188.3,7.691106164037805e-06,24591.98,0.183
33225,Lewisham,Violence Against the Person,E01003303,3486,314.9,5.535090511654302e-06,37126.71,0.182
36101,Newham,Violence Against the Person,E01003486,2420,210.5,8.211740719870753e-06,25702.05,0.181
28861,Kensington and Chelsea,Violence Against the Person,E01002856,2840,174.2,6.521239972044748e-06,20503.34,0.18
40445,Southwark,Violence Against the Person,E01003981,3028,242.6,5.673386787643243e-06,32799.52,0.18
28916,Kensington and Chelsea,Violence Against the Person,E01002912,3020,243.7,5.901088376086276e-06,35628.94,0.18
47660,Westminster,Violence Against the Person,E01004699,3490,199.9,8.729364676664245e-06,23448.27,0.179
19426,Hammersmith and Fulham,Violence Against the Person,E01001953,2900,214.0,9.034267926844654e-06,24717.0,0.179
37733,Redbridge,Violence Against the Person,E01003689,4460,329.1,4.106700556692829e-06,45547.44,0.179
9358,Camden,Violence Against the Person,E01000918,3610,269.3,6.383392557385582e-06,31211.87,0.179
18228,Hackney,Violence Against the Person,E01001760,3850,284.0,4.518779348822296e-06,40612.0,0.178
38850,Richmond upon Thames,Violence Against the Person,E01003876,3754,289.1,4.477629750572067e-06,34142.71,0.178
1126,Barking and Dagenham,Violence Against the Person,E01034474,4454,145.0,5.2063120911287875e-06,17458.0,0.177
27926,Islington,Violence Against the Person,E01033486,2046,152.7,1.030678559597854e-05,17545.23,0.177
36253,Newham,Violence Against the Person,E01034205,3130,243.9,5.579621018972486e-06,32341.14,0.177
19369,Hammersmith and Fulham,Violence Against the Person,E01001894,2694,243.5,6.146474998432341e-06,29877.45,0.176
13472,Ealing,Violence Against the Person,E01001351,3986,298.7,4.601549250521975e-06,33992.06,0.176
20819,Haringey,Violence Against the Person,E01002069,4184,286.0,5.044610550465986e-06,36951.2,0.176
26684,Hounslow,Violence Against the Person,E01033083,4356,324.4,4.4759556095849154e-06,45935.04,0.176
47707,Westminster,Violence Against the Person,E01004750,3268,300.1,4.355881380516281e-06,37062.35,0.175
40413,Southwark,Violence Against the Person,E01003939,3924,243.4,7.676957379812684e-06,30254.62,0.175
47692,Westminster,Violence Against the Person,E01004732,2626,214.8,8.150217240780466e-06,30265.32,0.174
27824,Islington,Violence Against the Person,E01002704,4682,283.3,5.331177490455034e-06,33996.0,0.173
27909,Islington,Violence Against the Person,E01002794,4056,254.7,5.687363296403046e-06,28373.58,0.173
19333,Hammersmith and Fulham,Violence Against the Person,E01001857,3102,274.0,5.391032330398257e-06,34250.0,0.172
9414,Camden,Violence Against the Person,E01035711,4800,334.1,4.353623030665832e-06,41394.99,0.172
34453,Merton,Violence Against the Person,E01003456,3220,240.4,7.879025132947715e-06,26948.84,0.172
43287,Tower Hamlets,Violence Against the Person,E01032771,3080,274.4,4.880212952581982e-06,44205.84,0.172
46491,Wandsworth,Violence Against the Person,E01004617,3830,300.9,3.97765037805578e-06,42878.25,0.171
28883,Kensington and Chelsea,Violence Against the Person,E01002878,2906,167.2,8.69019140876554e-06,19763.04,0.171
25196,Hillingdon,Violence Against the Person,E01002521,4110,319.9,5.353235377691098e-06,40467.35,0.171
28859,Kensington and Chelsea,Violence Against the Person,E01002854,2204,174.3,1.0537387700029782e-05,19974.78,0.171
40398,Southwark,Violence Against the Person,E01003921,3794,306.8,4.756293241840008e-06,35772.88,0.171
3007,Barnet,Violence Against the Person,E01000141,3722,257.1,4.992019732295853e-06,29720.76,0.17
29803,Kingston upon Thames,Violence Against the Person,E01003003,3480,174.3,7.986230652228189e-06,22170.96,0.169
28832,Kensington and Chelsea,Violence Against the Person,E01002826,2562,131.3,7.504833319040379e-06,15033.85,0.168
6316,Brent,Violence Against the Person,E01033936,3308,204.3,8.995485957200845e-06,22636.44,0.168
34380,Merton,Violence Against the Person,E01003383,3230,196.5,1.0273536927370645e-05,21379.2,0.168
6178,Brent,Violence Against the Person,E01000510,3400,254.2,7.039628978888934e-06,29715.98,0.167
43314,Tower Hamlets,Violence Against the Person,E01035669,2694,243.0,6.521423394303446e-06,26754.3,0.167
46533,Wandsworth,Violence Against the Person,E01035495,2664,242.2,6.8744839196024986e-06,29427.3,0.167
19374,Hammersmith and Fulham,Violence Against the Person,E01001899,3272,221.1,8.221518692251693e-06,24851.64,0.166
26594,Hounslow,Violence Against the Person,E01002601,3676,116.3,1.3742569839121507e-05,12595.29,0.164
11619,Croydon,Violence Against the Person,E01034152,3144,203.9,7.709661606838883e-06,24447.61,0.163
16864,Greenwich,Violence Against the Person,E01034179,2820,198.2,8.892532772162346e-06,22119.12,0.162
27816,Islington,Violence Against the Person,E01002696,3576,227.2,6.295774649394762e-06,25787.2,0.162
34388,Merton,Violence Against the Person,E01003391,2676,135.0,1.5247863164456131e-05,14755.5,0.162
6311,Brent,Violence Against the Person,E01033931,2738,227.7,7.073290472163855e-06,27870.48,0.161
47646,Westminster,Violence Against the Person,E01004682,2584,152.3,9.980302077395884e-06,18565.37,0.161
20787,Haringey,Violence Against the Person,E01002037,3372,213.9,7.1656254057535385e-06,25111.86,0.16
25183,Hillingdon,Violence Against the Person,E01002505,3550,210.8,7.654821442869542e-06,23251.24,0.159
43193,Tower Hamlets,Violence Against the Person,E01004208,3954,276.1,6.819475333163251e-06,29211.38,0.159
9391,Camden,Violence Against the Person,E01000956,3030,234.3,7.60714014085046e-06,26475.9,0.159
20792,Haringey,Violence Against the Person,E01002042,3070,204.8,8.327907978882024e-06,26664.96,0.158
46483,Wandsworth,Violence Against the Person,E01004609,4388,221.9,6.818852870791268e-06,24586.52,0.158
36102,Newham,Violence Against the Person,E01003487,2690,188.3,1.0989010989010989e-05,19696.18,0.157
8032,Bromley,Violence Against the Person,E01000720,3598,144.2,1.0848459303979341e-05,14809.34,0.157
11565,Croydon,Violence Against the Person,E01001155,3574,246.9,6.031456724786547e-06,28195.98,0.156
18321,Hackney,Violence Against the Person,E01033712,3078,179.8,1.1412680803113088e-05,18843.04,0.156
41635,Sutton,Violence Against the Person,E01004128,2896,187.7,8.120460997271542e-06,24532.39,0.156
28839,Kensington and Chelsea,Violence Against the Person,E01002833,2432,122.1,1.171652930578732e-05,12539.67,0.156
31425,Lambeth,Violence Against the Person,E01003041,3094,208.4,9.897632743586186e-06,22632.24,0.156
31480,Lambeth,Violence Against the Person,E01003096,4196,263.0,6.647655258980018e-06,28798.5,0.156
28855,Kensington and Chelsea,Violence Against the Person,E01002850,2902,208.4,7.329023125061454e-06,23986.84,0.155
47691,Westminster,Violence Against the Person,E01004731,3992,234.0,7.417316997859637e-06,25552.8,0.155
28885,Kensington and Chelsea,Violence Against the Person,E01002880,2234,154.0,1.4506493585243044e-05,16247.0,0.155
19387,Hammersmith and Fulham,Violence Against the Person,E01001912,2918,163.1,1.1181790338143714e-05,16995.02,0.154
23599,Havering,Violence Against the Person,E01002353,4120,239.0,7.835678979096282e-06,25238.4,0.154
36132,Newham,Violence Against the Person,E01003521,4374,247.2,7.37257282000763e-06,28823.52,0.154
40456,Southwark,Violence Against the Person,E01003994,3650,195.2,9.841458144293274e-06,19754.24,0.154
47659,Westminster,Violence Against the Person,E01004698,2642,145.6,1.134100268640001e-05,16583.84,0.153
16848,Greenwich,Violence Against the Person,E01033737,3786,267.2,5.449677554840855e-06,30834.88,0.153
43230,Tower Hamlets,Violence Against the Person,E01004259,3504,225.8,8.621198677497777e-06,25244.44,0.153
47729,Westminster,Violence Against the Person,E01033603,2514,153.7,1.3630448950867752e-05,16799.41,0.153
20723,Haringey,Violence Against the Person,E01001971,3764,191.1,9.379282815015406e-06,21861.84,0.153
28836,Kensington and Chelsea,Violence Against the Person,E01002830,3412,140.5,1.1038498884250608e-05,14724.4,0.152
47721,Westminster,Violence Against the Person,E01032513,2432,119.0,1.0756302521008403e-05,12518.8,0.152
6233,Brent,Violence Against the Person,E01000568,4438,264.6,5.41047961640219e-06,39928.14,0.152
31400,Lambeth,Violence Against the Person,E01003016,2428,155.1,1.3045347035191807e-05,15959.79,0.151
11527,Croydon,Violence Against the Person,E01001116,3058,134.7,1.2612389634653884e-05,14857.41,0.151
11609,Croydon,Violence Against the Person,E01034142,2898,144.3,1.1157311181280434e-05,16349.19,0.151
11428,Croydon,Violence Against the Person,E01001013,4370,306.9,4.187989957133075e-06,37411.11,0.15
16780,Greenwich,Violence Against the Person,E01001641,3712,192.1,9.6616345814249e-06,18691.33,0.15
6321,Brent,Violence Against the Person,E01033941,2980,126.3,1.5729743872895113e-05,12453.18,0.15
23529,Havering,Violence Against the Person,E01002282,3914,228.7,5.348163519800121e-06,27558.35,0.15
28845,Kensington and Chelsea,Violence Against the Person,E01002840,2090,144.9,1.442374041513602e-05,14547.96,0.15
9298,Camden,Violence Against the Person,E01000856,3150,186.2,1.057330824583339e-05,18173.12,0.15
15281,Enfield,Violence Against the Person,E01032574,4194,223.8,6.246648790048803e-06,30347.28,0.15
23606,Havering,Violence Against the Person,E01002361,3948,187.1,1.004810257810498e-05,18410.64,0.149
47652,Westminster,Violence Against the Person,E01004691,2414,159.9,1.1613027312876358e-05,15574.26,0.148
31401,Lambeth,Violence Against the Person,E01003017,3348,187.8,9.382882119445947e-06,20545.32,0.148
26670,Hounslow,Violence Against the Person,E01002681,4848,273.0,4.799524808647745e-06,39776.1,0.148
